#CODE;RUSSIAN;x
EVTDESCkotstprotection1;Шествие по улицах столицы проходит великолепно. Знать в своей лучшей одежде и леди в их самых дорогих украшениях выглядят величаво в послеобеденном солнце. Хоть толпа была достаточно дружелюбной, золотые плащи все равно держали их поодаль. Отвлеченный происходящим, вы не заметили первого летящего камня. Вскоре, в вас попали куском лошадиного навоза и начался полноценный бунт.;x
EVTOPTAkotstprotection1;Вытащите меня отсюда!;x
EVTOPTBkotstprotection1;Арестовать их!;x
EVTOPTCkotstprotection1;Убить их всех!;x
kotstprotection1a;Вы спасетесь бегством вместе с Королевской Гвардией;x
kotstprotection1b;Ваша Королевская Гвардия рискнет своими жизнями чтобы арестовать лидера бунта;x
kotstprotection1c;Ваша Королевская Гвардия будет отправлена убить лидера бунта;x
EVTDESCkotstprotection11;Вы и ваша Королевская Гвардия зашла в узкую улочку, отдаляясь от бунтующей толпы. Вы надеялись обойти кругом бунт чтобы вернуться в крепость, но ваш путь был преграждён кучкой оборванцев. Они по очереди насиловали фрейлину, которая, видимо, так же хотела сбежать от бунта.;x
EVTOPTAkotstprotection11;Мы должны пройти через них!;x
EVTOPTBkotstprotection11;Давайте найдем другой путь;x
EVTDESCkotstprotection112;Трусливо, вы сбежали с поджатым хвостом. Может это и не было самым славным поступком, но точно окупилось. С бушующим бунтом позади, вы достигаете охраняемых ворот своей крепости, где вас ждёт безопасность.;x
EVTOPTAkotstprotection112;Наконец-то я тут!;x
EVTDESCkotstprotection121;[From.GetTitledFirstName] последовал вашему приказу без тени сомнений и пробился через толпу чтобы арестовать лидера толпы. Человек был застигнут врасплох когда [From.GetTitledFirstName] взял его за шею и сильно приложил к земле, скрутив ему руки за спиной. Как только виновного забрали золотые плащи бунт вскорости стих.;x
EVTOPTAkotstprotection121;Наконец-то!;x
EVTDESCkotstprotection122;[From.GetTitledFirstName] старался изо всех сил, но каждый раз когда [From.GetSheHe] пытался приблизиться к лидеру бунта его откидывала толпа. До того как [From.GetSheHe] заметил[From.GetEndA], [From.GetSheHe] был[From.GetEndA] окружен[From.GetEndA], на него нападали со всех сторон и он бился за собственную жизнь.;x
EVTOPTAkotstprotection122;Нужно было послать кого получше;x
EVTDESCkotstprotection131;[From.GetTitledFirstName] двинулся сквозь толпу с кошачьей грацией. [From.GetTitledFirstName] затем вынул свой клинок и показал серию смертельных ударов. Перед тем как все поняли это, все закончилось. [From.GetTitledFirstName] стоял[From.GetEndA] в окровавленной броне над кучей мёртвых тел у [From.GetHerHis] ног, одним из них был лидер бунта.;x
EVTOPTAkotstprotection131;Он получил то что заслужил;x
EVTDESCkotstprotection132;[From.GetTitledFirstName] храбро двинулся на толпу. Но, хоть [From.GetSheHe] и убил многих бунтующих, это только взбесило остальную толпу. Перед тем как что-то могло быть сделано, [From.GetSheHe] был поглощен толпой и забит до смерти.;x
EVTOPTAkotstprotection132;Какая потеря жизни;x
