#CODE;RUSSIAN;x
# Landed Titles #
PROV1387;Великая Пирамида;x
c_the_great_pyramid;Великая Пирамида Миэрина;x
b_greatpyramid;Великий Зал;x
b_great_cells;Великие Подземелья;x
b_pyramid_temple;Великая Гарпия;x
b_harpy_castle;Великие Врата;x
b_slave_dorms;Рабские Общежития;x
b_pyramid_base;Стены Пирамиды;x
b_master_vault;Хранилище Мастеров;x
PROV1388;Жёлтая Пирамида;x
b_yellow_pyramid;Жёлтый Зал;x
b_yellow_temple;Жёлтая Благодать;x
b_yellow_walls;Жёлтые Стены;x
b_yellow_gates;Жёлтые Врата;x
b_yellow_cells;Клетки Удовольствий;x
b_pleasure_dorms;Обжетие Удовольствий;x
PROV1389;Красная Пирамида;x
c_red_pyramid;Красная Пирамида;x
b_redhall;Красный Зал;x
b_red_walls;Красные Стены;x
b_blood_temple;Кровавая Благодать;x
b_training_grounds;Тренировочная Площадка;x
b_unsullied_barracks;Казармы Безупречных;x
b_red_gate;Красные Врата;x
b_red_harpy;Красная Гарпия;x
PROV1390;Новая Пирамида;x
c_new_pyramid;Новая Пирамида;x
b_newhall;Новый Зал;x
b_newwalls;Новые Стены;x
b_newharpy_temple;Новая Благодать;x
b_newgates;Железные Врата;x
PROV1391;Форт Драгонфлай;x
c_dragonfly_fort;Форт Драгонфлай;x
b_dragonfly;Форт Драгонфлай;x
PROV1392;Остров Гармонии;x
c_harmonyisle;Остров Гармонии;x
b_harmony_fort;Форт Гармонии;x
b_harmony_city;Гармонии;x
b_harmony_temple;Гармония;x
PROV1393;Соляные холмы;x
c_salt_hills;Соляные холмы;x
b_salthills;Соляные холмы;x
b_salthills_temple;Соляная Благодать;x
b_salthills_city;Соляные холмы;x
PROV1394;Выжженный берег;x
c_burned_coast;Выжженный берег;x
b_burnedcoast;Выжженный берег;x
b_burnedcoast_city;Выжженный берег;x
b_burnedcoast_temple;Выжженный берег;x
PROV1395;Песчаная долина;x
c_sandstone_valley;Песчаная долина;x
b_sandstonevalley;Песчаный Форт;x
b_sandstonevalley_city;Песчаная долина;x
b_sandstonevalley_temple;Песчаная долина;x
PROV1396;Сломленный Джоинт;x
c_broken_joint;Сломленный Джоинт;x
b_brokenjoint;Сломленный Джоинт;x
b_brokenjoint_city;Сломленный Джоинт;x
b_brokenjoint_temple;Сломленная Благодать;x
PROV1397;Малый Гаэн;x
c_little_ghaen;Малый Гаэн;x
b_littleghaen;Малый Гаэн;x
b_littleghaen_temple;Малая Гарпия;x
b_littleghaen_city;Малый Гаэн;x
PROV1398;Гистоун;x
c_ghistone;Гистоун;x
b_ghistone;Гистоун;x
b_ghistone_temple;Гистоун;x
b_ghistone_city;Гистоун;x
PROV1399;Кровавые холмы;x
c_bloody_hills;Кровавые холмы;x
b_bloodyhills;Кровавые холмы;x
b_bloodyhills_temple;Кровавые холмы;x
b_bloodyhills_city;Кровавые холмы;x
PROV1400;Кедровый берег;x
c_cedarcoast;Кедровый берег;x
b_cedarcoast;Кедровый берег;x
b_cedarcoast_temple;Кедровый берег;x
b_cedarcoast_city;Кедровый берег;x
PROV1401;Калжак;x
c_kalzhak;Калжак;x
b_kalzhakcastle;Калжак;x
b_kalzhaktemple;Калжак;x
b_kalzhak;Калжак;x
PROV1402;Призрачный путь;x
c_demongate;Призрачный путь;x
b_demongatecastle;Призрачный путь;x
b_demongatetemple;Призрачный путь;x
b_demongate;Призрачный путь;x
PROV1403;Дорога вздохов;x
c_pleasure_road;Дорога вздохов;x
b_pleasure_roadcastle;Дорога вздохов;x
b_pleasure_roadtemple;Дорога вздохов;x
b_pleasure_roadcity;Дорога вздохов;x
# Holder Titles #
GOVERNOR;Губернатор;x
GOVERNOR_female;Губернатор;x
GOVERNOR_FOA;Мой Лорд;x
LORDCOMMANDER;Лорд-Командующий;x
LORDCOMMANDER_FOA;Мой Командующий;x
HARPY;Гарпия;x
HARPY_FOA;Гарпия;x
