#CODE;RUSSIAN;x
MODIFIER_COMBAT_RATING;Личные боевые навыки;x
GOD_THE_CREATOR;Всевышний;x #Творец;x
GOD_BRAHMA;Брахма;x
GOD_SATURN;Сатурн;x
scholar_desc;Эт[_от] [__персонаж] живёт жизнью учёного, изучает книги и переписывается с лучшими умами мира.;x
EVTOPTA_WOL_2100_3;[target_spy_on.GetFirstName] сношается с козлом!;x
EVTOPTA_WOL_2100_5;Убийство друга... в детстве, в возрасте 11 лет!;x
EVTOPTA_WOL_2100_6;У н[target_spy_on.GetHersHis] воображаемый друг Баппо!;x
EVTOPTA_WOL_2100_8;[target_spy_on.GetSubjectPronounCap] - проститутка в борделе города [target_spy_on.Capital.Capital.GetBaseName]!;x
EVTOPTB_WOL_2300;Нет, я доверяю [intrigue_spymaster.GetObjectPronoun];x
EVTOPTB_WOL_2071;Аха! Теперь я могу отозвать своих шпионов.;x
EVTOPTF_WOL_2080;Хорошо, но лучше пошпионить за кем-то другим.;x
EVTOPTC_WOL_2100;Нет... Думаю, лучше шпионить за кем-то другим.;x
EVTDESC_WOL_2065;Мои попытки шпионажа ни к чему не привели, [FromFromFrom.GetTitledFirstName] не дал[FromFromFrom.GetEndA] мне никаких зацепок. Возможно, стоит сосредоточить свои усилия на чём-то другом?;x
EVTOPTA_WOL_2065;Да, это бесполезно.;x
EVTOPTB_WOL_2065;Нет, [FromFromFrom.GetSubjectPronoun] явно что-то скрывает...;x
EVTDESC38313;Трудности жизни больше не кажутся столь тяжелыми. Я больше не §Yв стрессе§!!;x
EVTDESC38314;Когда просыпаешься утром с улыбкой на лице, понимаешь - депрессия прошла!;x
PICK_FOCUS_DESC;Вы не сможете изменить жизненный путь в следующие §Y$YEARS$§! лет!;x
CANNOT_CANCEL;§RНельзя отменить.§!;x
CANNOT_CANCEL_UNTIL;§RНельзя отменить до §Y$DATE$§!§R.§!;x
FV_CHOOSE_FOCUS;Жизненный путь;x
CANNOT_CHANGE_FOCUS_UNTIL;§RНельзя изменить жизненный путь до §Y$DATE$§!§R.§!;x
EVTDESC_WOL_3052;М[FromFrom.GetOyaOy] [FromFrom.GetRootRelation] [FromFrom.GetTitledFirstNameNoRegnal] попросил[FromFrom.GetEndA] меня провести немного времени в городе [FromFrom.Capital.Capital.GetName]. Несомненно, задумано это, чтобы я и [From.GetTitledName] укрепили нашу дружбу...;x
opinion_dishonest_duel;Нечестная дуэль;x
magnificent_maze;Великолепный лабиринт;x
desc_magnificent_maze;Прекрасный садовый лабиринт эт[GetOyOgo] [GetAgedPersonGEN] известен далеко за пределами страны из-за его красоты.;x
duel_title;Поединок;x
EVTOPTG_WOL_10221;Сейчас [stonemason.GetHersHis] нет, у н[stonemason.GetHersHis] неотложные дела.;x
opinion_fought_duel;Участвовал[___] в поединке;x #[From.GetEndA]`
dishonest_duel_tooltip;Это считается нечестным и люди могут осудить подобные действия.;x
EVTOPTB_WOL_11110;Нет, я не стану драться с друзьями.;x
is_not_ascetic;НЕ является аскетом\n;x
wol_duel_training;Тренирован для дуэли;x
desc_wol_duel_training;Эт[GetEtaEtot] [GetAgedPerson] прош[GetLaYol] тренировку в искусстве дуэли.;x
