#CODE;RUSSIAN;x
EVTOPTC72056;Немного золота заставит их замолчать.;x
VASSAL_RAISE_OPINION_DESC;За каждые §Y$DAYS$§! дней, пока войска вассала в строю, за исключением крестовых походов, отношение вассала к Вам меняется на §R-1§!;x
WAR_START_YEAR;Год начала войны: $YEAR$;x
WAR_START_YEAR_DESC;Эта война длится $YEARS$ лет и $MONTHS$ месяцев.;x
LEVY_PERC_DESC3;$THEM$ резервы составляют §Y$PERC$%§! от всех войск.;x
DYNFAIL_DESC;Cрезультатом $SCORE$, Вы так и не воплотили свои планы в жизнь.;x
REVOKE_TITLE_INTERACTION_2B;Вассалы не станут возражать, так как мы имеем на это право.;x
REVOKE_TITLE_INTERACTION_2C;Благодаря королевскому титулу (§Y$CROWN_TITLE$§!), вассалы не могут нам возразить.;x
REVOKE_TITLE_INTERACTION_2D;Поскольку §Y[Recipient.GetTitledFirstName]§! - предатель[Recipient.GetEndNitsa], наши вассалы поддержат нас.;x
REVOKE_TITLE_INTERACTION_2E;Поскольку §Y[Recipient.GetTitledFirstName]§! - мерзк[Recipient.GetAyaIy] ерети[Recipient.GetChkaK], исповедующ[Recipient.GetAyaIy] §Y[Recipient.GetReligionFullName]§!, только вассалы [Recipient.GetHersHis] веры будут возражать (мнение о Вас: §R$OPINION$§!).;x
LOADING_TIP_28;Вы увеличите своё благочестие, если купите индульгенцию.;x
mission_holy_war_desc;$ROOT_CHARACTERTITLE$ призывает начать $CRUSADE_NAME$, чтобы отобрать округ §Y$PROVINCE$§! Его нынешний владелец §Y$TOPOWNERFULLNAME$§W!;x
TOO_MANY_HELD_DUCHIES;Слишком много герцогств;x
opinion_failed_plot;Провалил[___] заговор;x #[From.GetEndA]`
e_il-khanate_adj;Хулагуид;x
AIREASON_WILL_NOT_PLOT_AGAINST_OFFSPRING;Не вступит в заговор против членов своей династии;x
AIREASON_CLAIM_ON_MY_TITLES;§Y[GetBestName]§! претендует на мой титул.;x
AIREASON_HOSTAGE_SITUATION;Ребёнок станет заложником иностранного правителя.;x
ASK_TO_LIFT_EXCOMMUNICATION_INTERACTION_0;Просить, чтобы §Y[Actor.RelHead.GetTitledFirstName]§W снял[Actor.RelHead.GetEndA] отлучение, тогда §Y[ThirdPartyCharacter.GetBestName]§W вернётся в лоно церкви. Это будет стоить Вам §R$COST$§W благочестия.;x
ASK_FOR_DIVORCE_INTERACTION_0;Просить, чтобы §Y[Actor.RelHead.GetTitledFirstName]§W разрешил[Actor.RelHead.GetEndA] развод, тогда Вы и §Y[Actor.Spouse.GetFirstName]§W сможете расторгнуть брак. Это будет стоить Вам §R$COST$§W благочестия, и, в случае успеха, серьёзно оскорбит [Actor.Spouse.GetAbsPossPronoun] родственников.;x
EVTOPTB620;Проклятые неверные!;x
EVTOPTA621;Чёрный День!;x
EVTOPTB621;Так волнительно…;x
WARSCORE_LESS_THAN;Эта война пока неудачна для нас;x
WARSCORE_MORE_THAN;В войне нам пока сопутствует успех;x
TACTICAL_ADVANTAGE;Бонус против §Y$TACTIC$§!: $PERC$;x
LEADER_MARTIAL_SKILL;Боевые навыки §Y$WHO$§!: $PERC$;x
FLANKING_BONUS;Фланг: $PERC$;x
AI_REJECT_STILL_A_NO;Я не могу принять Ваше предложение;x
PLAYER_SUCCESSOR_CHANGED_LOG;У Вас есть наследник. После смерти правителя к власти придёт §Y$NEW_SUCCESSOR$§!;x
TOPLIEGE_TROOPS_TOTAL;Всего воинов в Ваших владениях: §Y$TROOPS$§!;x
TOPLIEGE_TROOPS_CURRENT;Призванных воинов: §Y$TROOPS$§!;x
OWN_TROOPS_TOTAL;Всего войск $CHAR$: §Y$TROOPS$§!;x
OWN_TROOPS_CURRENT;Призванных воинов $CHAR$: §Y$TROOPS$§!;x
RELATIVE_STRENGTH;Относительная мощь: §Y$STRENGTH$§!;x
CURRENT_RELATIVE_STRENGTH;Фактическая мощь: §Y$STRENGTH$§!;x
VASSAL_HOLDINGS;Земли вассалов: §Y$HOLDINGS$§!;x
LOADING_LOCAL_SAVE;Загрузка сохранения…;x
CB_NAME_DEPOSE_LIEGE;Свергнуть сюзерена;x
WAR_NAME_DEPOSE_LIEGE;$ORDER$[Actor.PrimaryTitle.GetAdjective]ская война за свержение сюзерена по имени $DEFENDER$;x
depose_liege_desc;§Y$CLAIMANT$§! желает свергнуть правителя по имени §Y$TARGET$§!, назначив более дружелюбного наследника.;x
issue_declaration_of_repentance;Покайтесь!;x
repentance_ask;Святой Отец услышал наши молитвы.;x
made_repentance;Вы покаялись.;x
refused_making_repentance;Покаяние на принято.;x
EVTDESC39252;[From.GetBestName] отправляет посланников, в надежде на прощение. Нечего и думать об этом, пока [From.GetSheHe] не перестанет грешить и не покается в совершённых грехах.;x
EVTOPTA39252;Снять отлучение.;x
EVTTOOLTIP39253;Рыдает от счастья, видя наш ответ.;x
EVTDESC39253;Святейший Папа согласился снять с меня отлучение!;x
EVTOPTA39253;Во славу Господа!;x
EVTOPTB39253;Покаяние имеет свою цену, но это уж слишком...;x
EVTOPTB39251;[Player.Religion.GetPietyName] слишком дорого стоит...;x
chapter_name_6;Война;x
chapter_name_5;Отряды и Сражения;x
DOWNLOADING;Загрузка $DLC$;x
DOWNLOAD_PROGRESS;Загрузка файла $FILE$ из $FILE_MAX$\n\n$COUNT$B уже скачано.;x
STORE_REINSTALL;Переустановка;x
STORE_BUY;Купить;x
STORE_NEED_REINSTALL;Переустановить §Y$ITEM$§! (дополнение);x
STORE_FAILED_DOWNLOAD;Скачивание некоторых файлов закончилось некорректно. Попробуйте снова.;x
STORE_CANCEL;Отмена;x
STORE_TOPUP;Купить "Синие Монеты";x
STORE_LOGIN;Имя пользователя;x
STORE_LOGOUT;Завершить сеанс;x
STORE_WELCOME;Здравствуйте, §Y$USERNAME$§!;x
STORE_NOT_LOGGED_IN; Для того, чтобы купить дополнение, Вы должны войти в систему;x
TRUCE;Перемирие;x
IS_NOT_MERCENARY;Наёмный;x
IS_MERCENARY;НЕ наёмный;x
NUM_OF_TITLES_LESS;Количество титулов меньше чем §Y$VAL$§W $TIER$.;x
NUM_OF_TITLES_LEAST;Количество титулов не меньше чем §Y$VAL$§W $TIER$.;x
NUM_OF_TITLES_LESS_2;Количество титулов меньше чем §Y$VAL$§W.;x
NUM_OF_TITLES_LEAST_2;Количество титулов не меньше чем §Y$VAL$§W.;x
TIME_UNPAUSE;Возобновить;x
EVTDESC38201;[From.GetFirstName] спрашивает: "[Root.GetMomDadCap]а, а откуда берутся дети?";x
EVTOPTA39000;Где же [Root.Holder.GetLordSpiritualName]?!;x
EVTDESC75060;Местные крестьяне жалуются на произвол, они считают, что [Root.GetTreasurerName] ничего не смыслит в законах.;x
EVTOPTA75085;Официально признать [Root.job_treasurer.GetHersHis] идеи;x
peasants_scorned;Пренебрежение крестьянскими обычаями;x
tut_5a_25;Теперь выберите отряд и направьте его в море. Корабли передвигаются так же, как армии. Чтобы продолжить, переместите этот флот к Северному Морю, чтобы продолжить. Снимите игру с паузы и увеличьте игровую скорость, чтобы максимально ускорить процесс перемещения флота.;x
tut_5a_29b;Не забывайте снимать паузу. Иначе Ваши приказы не будут выполнены.;x
opinion_converted_province;Обратил[___] округ;x #[From.GetEndA]`
EVTDESC3336;[From.GetTitledFirstName] считает, что я совершаю необдуманные поступки, и пытается меня образумить.;x
