################################################################
######AGOT Stormborn Bloodlines Localisation by PabloLara ######
################################################################
#CODE;RUSSIAN;x

############Daenerys and Family Bloodlines############
#Mother of Dragons Blood#
dragon_mother_blood;Капля крови Матери Драконов;x
dragon_mother_blood_desc;Изгнанная принцесса Таргариенов, Дейенерис Таргариен вернула драконов в мир, вылупив трех на погребальном костре своего мужа посреди Дотракийского моря.;x
#Canon Stormborn Blood#
stormborn_canon_blood;Кровь Дейенерис Бурерождённой;x
stormborn_canon_blood_desc;Родившись во время бури, бушевавшей над Драконьим Камнем, Дейенерис Бурерожденная в короткие годы стала великой завоевательницей, стремясь вернуть дому Таргариенов его законное место, и была известна как первая за многие века всадница на драконе.;x
#YiTi Stormborn Blood#
stormborn_yiti_blood;Кровь Дейенерис Бурерождённой;x
stormborn_yiti_blood_desc;Родившись во время бури, бушевавшей над Драконьим Камнем, Дейенерис Бурерожденная в короткие годы стала великой завоевательницей, стремясь вернуть дому Таргариенов его законное место, и была известна как первая за многие века всадница на драконе.;x
#Summer Sea Stormborn Blood#
stormborn_summer_blood;Кровь Дейенерис Бурерождённой;x
stormborn_summer_blood_desc;Родившись во время бури над Драконьим камнем, Дейенерис Бурерожденная в короткие годы стала великой завоевательницей, стремясь вернуть дому Таргариенов его законное место, и была известна как первая за многие века всадница на драконе.;x
#New Valyria Stormborn Blood#
stormborn_valyria_blood;Кровь Дейенерис Бурерождённой;x
stormborn_valyria_blood_desc;Родившись во время бури, бушевавшей над Драконьим Камнем, Дейенерис Бурерожденная в короткие годы стала великой завоевательницей, стремясь вернуть дому Таргариенов его законное место, и была известна как первая за многие века всадница на драконе.;x
#Daenerys Daughter Blood#
dragon_princess_blood;Кровь принцессы драконов;x
dragon_princess_blood_desc;[This.GetFirstNameWithNick] - старшая дочь Дейенерис Бурерожденной, известная своей красотой в коротком возрасте. Родившись принцессой, она быстро пошла по стопам матери и стала знаменитой и отважной наездницей на драконе.;x
#Ghisfyre Daenerys Bastard Blood#
ghisfyre_blood;Кровь Гисфайра;x
ghisfyre_blood_desc;[This.GetFirstNameWithNick] был первым бастардом Таргариенов мужского пола, родившимся в Гискаре. Не сумев стать преемником своей матери, Дейенерис Бурерождённой, он получил разрешение основать новый дом, названный в его честь - Дом Гисфайров.;x
##Mad King Blood##
sb_mad_king;Мерзкая кровь Безумного Короля;x
sb_mad_king_desc;В начале своего правления Эйрис II подавал надежды, но позже впал в безумие, став известным своей паранойей, жестокостью и одержимостью огнем.;x
############Courtiers and Vassals of Daenerys Bloodlines############
#Missandei Blood#
Missandei_Blood;Кровь Миссандеи из Наата;x
Missandei_Blood_desc;Миссандея была рабыней, родившейся в Наате и служившей доброму хозяину Кразнису мо Наклозу, пока Дейенерис Бурерождённая не разграбила Астапор и не освободила всех рабов. Миссандея осталась с королевой и быстро стала одним из ее ближайших советников и друзей;x.
#Jorah Mormont Blood#
jorah_andal_blood;Кровь Джораха из Андалов;x
jorah_andal_blood_desc;Джорах Андальский был одним из первых, кто прошел через пролом во время осады Пика. Позже, изгнанный из Вестероса лордом Эддардом Старком, он присоединился к Визерису Таргариену, а затем к его сестре Дейенерис Бурерожденной, в надежде вернуться домой.;x
#Bloodrider Blood#
dany_bloodrider_blood;Кровный всадник кхалиси;x
dany_bloodrider_blood_desc;[This.GetFirstNameWithNick] был присяжным защитником кхалиси Дейенерис Бурерождённой, он присягнул ей после того, как она высидела трех драконов после смерти кхала Дрого.;x.
#Dothraki Maiden Blood#
dany_maiden_blood;Служанка кхалиси;x
dany_maiden_blood_desc;[This.GetFirstNameWithNick] была служанкой кхалиси Дейенерис Бурерождённой. Подаренная братом Визерисом в день свадьбы с кхалом Дрого, она оставалась рядом с ним даже после его смерти и распада его кхаласара.;x
#Tumco Lho Blood#
tumco_lho_blood;Кровь рыцаря Тумко;x
tumco_lho_blood_desc;Тумко Ло был рабом с Островов Василиска, которого освободила Дейенерис Бурерожденная. Он был посвящен в рыцари Барристаном Селми, который назвал его лучшим прирожденным мечником, которого он когда-либо видел со времен Джейме Ланнистера.;x
#North Valyria Vassal King Blood#
north_valyria_blood;Кровь Валирийского Правителя;x
north_valyria_blood_desc;[This.GetFirstNameWithNick] был выбран императрицей Дейенерис Бурерождённой для управления землями Северной Валирии после того, как все ее лорды сдались ей и отказались от рабства.;x
#Lhazar Vassal King Blood#
lhazar_king_blood;Кровь Ягнячьего Короля;x
lhazar_king_blood_desc;[This.GetFirstNameWithNick] был избран королем Лхазара императрицей Дейенерис Бурерождённой после того, как все лорды Лхазарина склонили перед ней колено.;x
#Imperial Guard Blood#
lc_imperialguard_blood;Кровь Императорской Гвардии;x
lc_imperialguard_blood_desc;[This.GetFirstNameWithNick] был избран лордом-командующим Имперской гвардии и дал клятву защищать семью и жизнь своего сеньора.;x
#First Daughter King Blood#
first_daughter_blood;Кровь Первой Дочери;x
first_daughter_blood_desc;[This.GetFirstNameWithNick] был избран Дейенерис Бурерождённой, чтобы править землями нового королевства, завоеванного ею к востоку от Ройны, которые раньше принадлежали триархам Волантиса;x
#Mercenaries Blood#
naharis_blood;Кровь Даарио Ворона-Буревестника;x
naharis_blood_desc;Даарио Нахарис был капитаном Воронов-Буревестников во времена правления Дейенерис Бурерождённой. Он убил бывших капитанов своей роты ради любви к Дейенерис, после чего вместе со своими людьми служил ей в войне против работорговцев.;x
#Astapori Kings Blood#
astapor_king_blood;Кровь Короля Вольноотпущенников;x
astapor_king_blood_desc;[This.GetFirstNameWithNick] - бывший астапорский раб, которого императрица Дейенерис Бурерождённая короновала как короля Астапора;x.
unsullied_king_blood;Кровь Безупречного Короля;x
unsullied_king_blood_desc;[This.GetFirstNameWithNick] был новым Безупречным, который правил как король Астапора императрицей Дейенерис Бурерождённой;x
#Yunkai Kings Blood#
yunkai_king_blood;Кровь Юнкайского Короля;x
yunkai_king_blood_desc;[This.GetFirstNameWithNick] был юнкайским торговцем, которого императрица Дейенерис Бурерожденная короновала как короля Юнкая;x
yunkai_freedmen_blood;Кровь Короля Вольноотпущенников;x
yunkai_freedmen_blood_desc;[This.GetFirstNameWithNick] - бывший юнкайский раб, которого императрица Дейенерис Бурерожденная короновала как короля Юнкая;x.
#Shavepate Blood#
shavepate_blood;Кровь Бритвоголового;x
shavepate_blood_desc;Скахаз мо Кандак был мееринским дворянином, который отказался от всех древних устоев Гискара, когда Дейенерис Бурерождённая завоевала город. Он основал новую городскую стражу, Бронзовых Бестий, а также возглавил группу дворян, известную как «Бритвоголовые», тех, кто решил поддержать королеву Дейенерис против Сынов Гарпии.;x
#Reznak mo Reznak Blood#
perfumed_seneschal_blood;Кровь Благоухающего Сенешаля;x
perfumed_seneschal_blood_desc;Резнак мо Резнак был маленьким, мясистым, лысым человеком, служившим сенешалем в первые дни правления королевы Дейенерис Бурерождённой в Миэрине. Его манера речи была склонна к излишней лести, но многие при дворе не доверяли ему и с опаской относились к его словам.;x

############Ghiscarian Bloodlines############
#Zo Grazdan Blood#
Zo_Grazdan_Blood;Кровь Короля Граздана II;x
Zo_Grazdan_Blood_desc;Граздан II объявил себя истинным наследником Граздана Великого и провозгласил королевство Новый Гис со своего маленького острова, который он переименовал в Новый Гис.;x
#Sons of the Harpy Blood#
son_harpy_blood;Кровь Гарпии;x
son_harpy_blood_desc;[This.GetFirstNameWithNick] возглавляет Сыновей Гарпии в их восстании против Империи, чтобы защитить традиции и образ жизни своих предков;x
#Zo Hazdahn Blood#
zo_hazdahn_blood;Кровь Королей Работорговцев;x
zo_hazdahn_blood_desc;Дом Хаздан был мелкой рабовладельческой семьей, бежавшей в северные степи после того, как Старый Гис был разрушен Валирией. В конце концов они образовали королевство Хаздан, известное своими рынками рабов, которые обычно посещали дотракийские всадники, желавшие продать своих рабов по справедливой цене.;x
#Liberator Grazdahn Blood#
liberator_grazdahn_blood;Кровь Хиздара Освободителя;x
liberator_grazdahn_blood_desc;Хиздар Освободитель, по слухам, был незаконнорожденным потомком древних королей Хаздана, он долгие годы сражался с дотракийцами в одиночку с несколькими преданными, пока не присягнул на верность Дейенерис Бурерожденной, которая в ответ назвала его королем Хаздана после изгнания дотракийцев из его земель.;x
#Zo Qarghiz Blood#
zo_qharghiz_blood;Кровь Гаэна;x
zo_qharghiz_blood_desc;Дом зо Кхаргиз - древняя рабовладельческая семья Нового Гиса, правящая островом Гаен в Гискарском проливе, к северу от маленького острова Новый Гис;x.

############Meereenese Bloodlines############
#Hizdahr Blood#
Hizdahr_Blood;Кровь Короля Хиздара;x
Hizdahr_Blood_desc;Хиздар зо Лорак женился на королеве Дейенерис после того, как ему каким-то образом удалось остановить нападения Сынов Гарпии на девяносто дней. Многие считали его самой гарпией, когда он стал королем после того, как Дейенерис исчезла в боевых ямах.;x
#Zo Loraq Blood#
zo_loraq_blood;Кровь Зхарака Освободителя;x
zo_loraq_blood_desc;Дом зо Лорак - древняя рабовладельческая семья из Миэрина. Несколько известных гискарских граждан, таких как Маздан Великолепный, Хазрак Красивый или Зхарак Освободитель, обеспечивают этой семье большой престиж в Миэрине.;x
#Zo Galare Blood#
zo_galare_blood;Великая Кровь зо Галар;x
zo_galare_blood_desc;Дом Галар - древняя рабовладельческая семья Миэрина. Несколько членов этой знатной семьи служили жрецами и милостями в храмах Миэрина и пользуются большим уважением среди самых ревностных последователей гарпий.;x
#Zo Pahl Blood#
zo_pahl_blood;Великая Кровь зо Паль;x
zo_pahl_blood_desc;Дом Паль - древняя рабовладельческая семья Миэрина, члены которой обычно носят розовые и белые токары. Несколько представителей этой благородной крови служили командирами городской стражи и чемпионами Миэрина.;x
#Zo Ghazeen Blood#
zo_ghazeen_blood;Великая Кровь зо Газин;x
zo_ghazeen_blood_desc;Дом Газин - древний миэринский род работорговцев, владеющий землями на побережье близ Миэрина, бесплодной пустоши, выжженной дотла драконами в давние времена, когда Фригольд уничтожил Гис;x.
#Zo Quazzar Blood#
zo_quazzar_blood;Великая Кровь зо Кваццар;x
zo_quazzar_blood_desc;Дом Кваццар - древний миэринский род работорговцев, владеющий землями за городом Миэрин, недалеко от Перевала Демонов, и ответственный за охрану западных ворот города.;x
#Zo Yherizan Blood#
zo_yherizan_blood;Великая Кровь зо Йерицан;x
zo_yherizan_blood_desc;Дом Йерицан - древняя рабовладельческая семья из Миэрина, владеющая землями на холмах близ города, известная своими охотничьими навыками и великими пирами, которые они устраивают в своей пирамиде;x
#Zo Hazkar Blood#
zo_hazkar_blood;Великая Кровь зо Хазкар;x
zo_hazkar_blood_desc;Дом Хазкар - древняя рабовладельческая семья из Миэрина, владеющая землями на Дороге Демонов;x
#Zo Merreq Blood#
zo_merreq_blood;Великая Кровь зо Меррек;x
zo_merreq_blood_desc;Дом Меррек - древняя рабовладельческая семья из Миэрина, владеющая землями близ Кхызайского перевала и совершающая набеги на земли Лхазарина на протяжении многих веков;x.
#Zo Zhak Blood#
zo_zhak_blood;Великая Кровь зо Цхак;x
zo_zhak_blood_desc;Дом Цхак - древняя рабовладельческая семья из Миэрина, на их земли в горах обычно совершают набеги мелкие дотракийские халасары.;x
#Mo Reznaq Blood#
mo_reznaq_blood;Великая Кровь мо Резнак;x
mo_reznaq_blood_desc;Дом Резнак - древняя рабовладельческая семья Миэрина, которой не доверяет ни одна другая семья. Некоторые знатные представители этой семьи не раз предавали своих сородичей ради достижения своих целей.;x

############Yunkai Bloodlines############
#Zo Yunzak Blood#
zo_yunzak_blood;Мудрая Кровь зо Юнзак;x
zo_yunzak_blood_desc;Дом Юнзак - древний рабовладельческий род Юнкай. Его члены известны своими военными подвигами, и несколько представителей этой семьи служили командующими армиями Юнкая.;x
#Zo Qaggaz Blood#
zo_qaggaz_blood;Мудрая Кровь зо Каггаз;x
zo_qaggaz_blood_desc;Дом Каггаз - древняя рабовладельческая семья Юнкай. Они также являются самыми богатыми. Считается, что рабам, работающим на эту семью, повезло, так как они известны как добрые хозяева.;x
#Zo Eraz Blood#
zo_eraz_blood;Мудрая Кровь зо Эраз;x
zo_eraz_blood_desc;Дом Эраз - древняя рабовладельческая семья Юнкай. Их членов обычно высмеивают за их «красоту», но они также обычно командуют армиями Юнкай против своих врагов.;x
#Zo Rhaezn Blood#
zo_rhaezn_blood;Мудрая Кровь зо Разэн;x
zo_rhaezn_blood_desc;Дом Раэзн - древняя рабовладельческая семья Юнкай. Известен жестокостью, с которой они обычно обращаются со своими рабами и солдатами как в мирное, так и в военное время.;x
#Zo Myraq Blood#
zo_myraq_blood;Мудрая Кровь зо Мирак;x
zo_myraq_blood_desc;Дом Мирак - древний рабовладельческий род Юнкай. Известны своим ростом и силой, как и их солдаты-рабы, которые обычно носят лучшие доспехи из всех юнкайских солдат.;x
#Zo Ahlaq Blood#
zo_ahlaq_blood;Мудрая Кровь за Анлак;x
zo_ahlaq_blood_desc;Дом Анлак - древняя рабовладельческая семья Юнкай. Знаменит множеством увеселительных домов, которые они держат на пути в Юнкай.;x

############Astapor Bloodlines############
#Zo Mazlaq Blood#
zo_mazlaq_blood;Добрая Кровь зо Мазлак;x
zo_mazlaq_blood_desc;Дом Мазлак - древняя рабовладельческая семья Астапора.;x
#Mo Nakloz Blood#
mo_nakloz_blood;Добрая Кровь мо Наклоз;x
mo_nakloz_blood_desc;Дом Наклоз - древняя рабовладельческая семья Астапора.;x
#Zo Grazlar Blood#
zo_grazlar_blood;Добрая Кровь зо Гразлар;x
zo_grazlar_blood_desc;Дом Гразлар - древний род рабов Астапора.;x
