#CODE;RUSSIAN;x
fashionable;Модн[_ый];x
fashionable_desc;Этот персонаж знает, как надо одеваться: на н[_его] всегда обращают внимание!;x
tall;Гигант;x
tall_desc;Кровь первых людей течет в [_его] жилах, этот персонаж огромен!;x
EVTDESCmisc_traits.1;Вы, кажется, очень заинтересованы в одежде, которую носят придворные. А… вовсе не в похоти. Вы ведь и правда заинтересованы в одежде, а не только тем, что под ней!;x
EVTOPTAmisc_traits.1;Это интересно...;x
EVTOOLTIPmisc_traits.1;Интересно, что [Root.Guardian.GetTitledFirstName] будет думать об этом…;x
EVTDESCmisc_traits.2;[From.GetTitledFirstName], кажется, очень интересуется одеждами, которые носят придворные, а не только тем, что под ней!;x
EVTOPTAmisc_traits.2;Это безвредно...;x
EVTOPTBmisc_traits.2;Прекратите это немедленно! Сконцентрируйтесь на более важных вещах!;x
EVTDESCmisc_traits.3;[From.GetTitledFirstName] совсем не против того, что я играю с [From.GetHerHis] одеждой и тканью.;x
EVTDESCmisc_traits.4;[From.GetTitledFirstName] сказал[From.GetEndA] мне прекратить татить время на одежды и ткани.;x
EVTOOLTIPmisc_traits.3;[From.GetTitledFirstName] начинает одеваться с большим талантом.;x
EVTOOLTIPmisc_traits.4;[From.GetTitledFirstName], кажется, не произвел[From.GetEndA] никакого эффекта...;x
EVTDESCmisc_traits.5;Когда вы говорите, другие дети вашего возраста останавливаются и слушают вас. Вы решили попробовать говорить в таком тоне и со взрослыми...;x
EVTDESCmisc_traits.6;[From.GetTitledFirstName] обращается ко всем, включая тех, кто страше, в повышенном тоне;x
EVTOPTAmisc_traits.6;Рад[GetEndA] видеть что [From.GetTitledFirstName] ведет себя благородно, а не как обычный сброд.;x
EVTOOLTIPmisc_traits.7;[From.GetTitledFirstName] станет более авторитетн[From.GetOyYm].;x
EVTOPTBmisc_traits.6;Лучше не разговаривай со мной так, ДИТЯ!;x
EVTOOLTIPmisc_traits.8;[From.GetTitledFirstName] получает пощечину;x
EVTDESCmisc_traits.7;[From.GetTitledFirstName] призывает меня быть более авторитетн[GetOyYm];x
EVTDESCmisc_traits.8;[From.GetTitledFirstName] дает пощечину мне и говорит, чтобы я не говорил[GetEndA] таким тоном со старшими и с теми кто выше.;x
authoritative;Авторитетн[_ый];x
authoritative_desc;Когда этот персонаж говорит, слова, выходящие из его уст, приобретают властный тон.;x
rude;Груб[_ый];x
rude_desc;Этот персонаж слишком часто использует ненормативную лексику!;x
EVTDESCmisc_traits.9;Вам очень нравится провоцировать людей использовать грубые замечания;x
EVTDESCmisc_traits.10;[From.GetTitledFirstName] очень груб[From.GetEndA] к вашим людям...;x
EVTOPTAmisc_traits.10;Вы находите это забавным, и ничего не делаете, чтобы препятствовать этому.;x
EVTOOLTIPmisc_traits.11;[From.GetTitledFirstName] сделал[From.GetEndA] это привычкой и стал[From.GetEndA] слишком грубым человеком.;x
EVTOPTBmisc_traits.10;[From.GetTitledFirstName] будет наказан[From.GetEndA] за своё поведение, [From.GetSheHe] смущает вас!;x
EVTOOLTIPmisc_traits.12;[From.GetTitledFirstName] не будет довол[From.GetSoftNaEn] вашим выговором, [From.GetSheHe] может даже не слушать вас...;x
EVTDESCmisc_traits.11;[From.GetTitledFirstName] не возражает, когда вы грубите другим людям.;x
EVTDESCmisc_traits.12;[From.GetTitledFirstName] ругает вас за неловкость!;x
familyperson;Член семьи;x
familyperson_desc;Этот персонаж будет стараться делать все от него зависящее ради семьи.;x
EVTDESCmisc_traits.13;Во время игры с другими детьми вы играете только с теми, у кого с вами хорошие отношения;x
EVTDESCmisc_traits.14;В то время как [From.GetTitledFirstName] играет с другими детьми, вы играете только с теми, у кого с вами хорошие отношения;x
EVTOPTAmisc_traits.14;[From.GetTitledFirstName] выслушает вашу лекцию о том, как сейчас важны семейные узы.;x
EVTOOLTIPmisc_traits.15;[From.GetTitledFirstName] станет более ориентирован[From.GetEndA] на семью.;x
EVTOPTBmisc_traits.14;[From.GetTitledFirstName] прослушает лекцию, что все равны.;x
EVTOOLTIPmisc_traits.16;[From.GetTitledFirstName] постарается быть хорош[From.GetEyIm] для окружающих людей...;x
EVTDESCmisc_traits.15;[From.GetTitledFirstName] объяснил[From.GetEndA] мне, как сейчас важны семейные узы.;x
EVTDESCmisc_traits.16;[From.GetTitledFirstName] объяснил[From.GetEndA] мне, что все равны. Я долж[GetNaEn] постараться быть хорош[GetEyIm] для окружающих людей…;x
selfish;Эгоист[__];x
selfish_desc;Этот персонаж слишком эгоистичен;x
EVTDESC420016;Во время игры с другими детьми вас поддерживают больше всего, в отличии от других детей.;x
EVTDESCmisc_traits.18;Вы замечаете, что [From.GetTitledFirstName] дейтсвует очень эгоистично, играя с другими детьми.;x
EVTOPTAmisc_traits.18;Какая разница... У меня есть более важные дела...;x
EVTOOLTIPmisc_traits.19;[From.GetTitledFirstName] растет слишком эгоистичн[From.GetOyYm]...;x
EVTOPTBmisc_traits.18;[From.GetTitledFirstName] выслушает вашу лекцию о том, почему эгоизм - зло...;x
EVTOOLTIPmisc_traits.20;[From.GetTitledFirstName] прислушается к вашим советам.;x
EVTDESCmisc_traits.19;Я думаю, что жизнь нужно тратить на себя! По сути... Я самый важный человек во всем мире!;x
stubborn;Упрям[_ый];x
stubborn_desc;Это персонаж очень упрям;x
EVTDESCmisc_traits.21;Вы отказываетесь слушать других и делаете только то, что сами считаете нужным.;x
EVTDESCmisc_traits.22;Вы замечаете, что [From.GetTitledFirstName] является неоспорим[From.GetOyYm] упрям[From.GetItseyTsem], когда [From.GetSheHe] играет с другими детьми.;x
EVTOOLTIPmisc_traits.23;[From.GetTitledFirstName] вырастет слишком упрям[From.GetOyYm]...;x
EVTOPTAmisc_traits.22;Это, вероятно, поможет [From.GetHerHim] в жизни;x
EVTOPTBmisc_traits.22;[From.GetTitledFirstName] выслушает вашу лекцию о том, почему быть упрям[From.GetOyYm] - плохо…;x
EVTDESCmisc_traits.23;[From.GetTitledFirstName] не возражает против моего поведения.;x
EVTDESCmisc_traits.24;[From.GetHostName] объяснил[From.GetEndA] мне, что быть упрям[GetOyYm] - это совсем неправильно.;x
blackwood;Блэквуд;x
blackwood_desc;Блэквуды уже не одну сотню лет враждуют с Домом Бракенов. Конфликт уходит своими корнями в Век Героев, когда оба дома  были королями Первых Людей;x
bracken;Бракен;x
bracken_desc;Бракены уже не одну сотню лет враждуют с соседями - домом Блэквудов. Конфликт уходит своими корнями в Век Героев, когда оба дома были королями Первых Людей;x
blind;Слеп[__ой];x
blind_desc;Этот персонаж слеп из-за полученных травм или перенесённой болезни.;x
turncloak;Предатель[____];x
turncloak_desc;Это персонаж предал свою семью и теперь презираем[_] за это;x
ruthless;Беспощадн[_ый];x
ruthless_desc;Этот персонаж верит, что цель оправдывает все средства, и готов[_] на все, чтобы достичь её.;x
honorable;Благородн[_ый];x
honorable_desc;Этот персонаж твердо верит в важность долга, чести и милосердия.;x
EVTDESCmisc_traits.25;Тебе уже надоело проигрывать игры другим детям. Ты быстрее и умнее в отличие от них, но каждый раз, когда ты находишь способ победы, они придумывают новые правила. И когда вы играете командами, ваша команда всегда проигрывает.;x
EVTOPTAmisc_traits.25;Я не позволю им больше удерживать меня!;x
EVTTOOLTIPmisc_traits.26;реагирует;x
EVTDESCmisc_traits.26;Ваш[From.GetEndA] [GetFromRelation] [From.GetFirstName] начал[From.GetEndA] нарушать правила игры, когда [From.GetSheHe] играет с другими детьми. Видимо, [From.GetSheHe] считает, что победа важнее, чем честная игра.;x
EVTOPTAmisc_traits.26;[From.GetSheHeCap] быстро учится.;x
EVTOPTBmisc_traits.26;Я должен положить этому конец.;x
EVTDESCmisc_traits.27;Вы перестали играть в игры с глупыми правилами, которые составили другие дети, и убедились, что только когда вы выбирали лучших игроков для своей команды, вы начали выигрывать, и при этом вы это заслужили. Даже ваш[Root.GetEndA] [From.GetRootRelation] впечатлен[Root.GetEndA].;x
EVTOPTAmisc_traits.27;Я сделаю все, чтобы победить.;x
EVTDESCmisc_traits.28;Вы попытались остановить игру с глупыми правилами, которые составили другие дети, и вам удалось выиграть, одержав сокрушительную победу. Однако, ваш[Root.GetEndA] [From.GetRootRelation] отвел[Root.GetEndA] вас в сторону и провел[Root.GetEndA] с вами долгий разговор о сути игры - чести и справедливости.;x
EVTOPTAmisc_traits.28;Может быть, правила не настолько глупы в конце концов…;x
EVTDESCmisc_traits.29;В последнее время вы провели в долгих раздумьях и решили, что с этого момента, вы собираетесь следовать правилам игры и относиться ко всем с уважением, несмотря ни на что.;x
EVTOPTAmisc_traits.29;Честь – это очень важно.;x
EVTTOOLTIPmisc_traits.30;реагирует;x
EVTDESCmisc_traits.30;Ваш[From.GetEndA] [From.GetRootRelation] [From.GetFirstName] всегда следует правилам и отказывается использовать хитрости во время игры с другими детьми.;x
