#CODE;RUSSIAN;x
barrowking_female;Королева Курганов;x
barrowking_male;Король Курганов;x
bronzeking_female;Бронзовая Королева;x
bronzeking_male;Бронзовый Король;x
dragonking_female;Драконья Королева;x
dragonking_male;Драконий Король;x
dreadking_female;Красная Королева;x
dreadking_male;Красный Король;x
independent_high_lordships;Независимые Верховные лордства;x
independent_high_lordships_desc;Все титулы Верховных лордов будут уничтожены и станут недоступными. Все вассалы, относящиеся к уничтоженным титулам станут независимыми. Все верховные лордства станут создаваемыми, даже если столица находится не на их территории.;x
marshking_female;Болотная Королева;x
marshking_male;Болотный Король;x
riverking_female;Речная Королева;x
riverking_male;Речной Король;x
shadowking_female;Сумеречная Королева;x
shadowking_male;Сумеречный Король;x
TOOLTIPINDEPENDENTHL;Все имперские и королевские титулы будут уничтожены.;x
winterking_female;Королева Зимы;x
winterking_male;Король Зимы;x
wolfking_female;Волчья Королева;x
wolfking_male;Волчий Король;x
