#CODE;RUSSIAN;x
warden_river;Страж Реки;x
warden_river_desc;Титул Стража Реки носит сугубо военный характер и не несет в себе никаких коннотаций сюзеренитета. Император назначает стражей для каждого региона, которые выступают в качестве верховных военачальников, ответственных за оборону своего региона в случае иностранного вторжения. Это позволяет избежать любых колебаний или борьбы за власть между верховными лордами за командование армией. В мирное время этот титул является чисто почетным и традиционно принадлежит лорду Реки Скахазадхан, защищающему империю с востока.;x
opinion_warden_river;Страж Реки;x
warden_valyria;Страж Валирии;x
warden_valyria_desc;Титул Стража Валирии носит сугубо военный характер и не несет в себе никаких коннотаций сюзеренитета. Император назначает стражей для каждого региона, чтобы они выступали в качестве верховных военачальников, ответственных за оборону своего региона в случае иностранного вторжения. Это позволяет избежать любых колебаний или борьбы за власть между верховными лордами за командование армией. В мирное время этот титул является чисто почетным и традиционно принадлежит губернатору Северной Валирии, чтобы защищать Валирийский полуостров и дороги в Империю от Вольных городов.;x
opinion_warden_valyria;Страж Валирии;x
warden_ghis;Страж Гиса;x
warden_ghis_desc;Титул Стража Гиса носит сугубо военный характер и не несет в себе никаких коннотаций сюзеренитета. Император назначает стражей для каждого региона, которые выступают в качестве верховных военачальников, ответственных за оборону своего региона в случае иностранного вторжения. Это позволяет избежать любых колебаний или борьбы за власть между верховными лордами за командование армией. В мирное время этот титул является чисто почетным и традиционно принадлежит королю Нового Гиса, который защищает старую столицу империи, город Гис, и южные границы империи.;x
opinion_warden_ghis;Страж Гиса;x
warden_steppe;Страж Степи;x
warden_steppe_desc;Титул Стража Степи носит сугубо военный характер и не несет в себе никаких коннотаций сюзеренитета. Император назначает стражей для каждого региона, которые выступают в качестве верховных военачальников, ответственных за оборону своего региона в случае иностранного вторжения. Это позволяет избежать любых колебаний или борьбы за власть между верховными лордами за командование армией. В мирное время этот титул является чисто почетным и традиционно принадлежит королю Хаздана, защищающему северные границы от дотракийских кхалов.;x
opinion_warden_steppe;Страж Степи;x
