#Bookmarks
## Bookmarks - Rogue Prince
BM_ROGUE_PRINCE;Король Узкого Моря;x
BM_ROGUE_PRINCE_DESC;В ранний период правления короля Визериса его главной проблемой был собственный брат, принц Деймон Таргариен. Деймон был переменчивым и легко обижался, но при этом смелым, блистательным и опасным. Похоже, устав ждать корону, особенно после того, как дочь короля Визериса Рейнира была объявлена наследницей, Деймон решил создать собственное королевство. В этом он и Корлис Веларион нашли общую цель из-за угроз со стороны Королевства Трёх Дочерей, которое угрожало торговле через Ступенчатые Камни. После трёх лет напряжённой кампании последние из Ступенчатых Камней были завоёваны, и Деймон Таргариен, теперь Король Узкого Моря, устремляет взор на сам Эссос.;x
## Bookmarks - Blackfyre
BM_BLACKFYRE;Чёрный Дракон;x
BM_BLACKFYRE_DESC;Многие друзья и последователи Деймона призывают его заявить о своих правах на Железный Трон, но если он действительно перерождение Эйгона Завоевателя, как многие верят, то разве его судьба не в его собственных руках? Говорят, что Эйгон рассматривал возможность объединения Вольных Городов, прежде чем решил завоевать Семь Королевств, и Деймон размышляет, стоит ли идти по пути, от которого отказался его предок.;x
## Bookmarks - The Beggar King
BM_THE_BEGGAR_KING;Король-Попрошайка;x
BM_THE_BEGGAR_KING_DESC;Принц Визерис родился в Королевской Гавани в 276 году от З.Э. у короля Эйриса II Таргариена и его сестры-жены королевы Рейеллы, став их первым выжившим ребёнком за семнадцать лет после рождения сына Рейгара, после множества мертворождений, выкидышей и смертей младенцев. Визерис был мал, но крепок и красив, и весь Вестерос ликовал, узнав, что у Таргариенов появился новый наследник. Визерис был ещё ребёнком, когда ему и его новорождённой сестре Дейенерис пришлось бежать из Семи Королевств с помощью единственного рыцаря, сочувствующего их делу — последних живых Таргариенов, что стало прямым следствием восстания лордов Роберта Баратеона и Эддарда Старка.;x

#Landed Titles
##Landed Titles - Valyrian Empire
e_valyrian_empire;Валирийская Империя;x
e_valyrin_empire_adj;Валирийский;x
k_valyrian_empire;Имперские Коронные Земли;x
k_valyrian_empire_adj;Имперский Коронный Землевладелец;x

### Dragon Guard
d_dragonsguard;Драконья Гвардия;x
k_dragonsguard_adj;Драконья Гвардия;x

# Decisions
## "Restore the Valyrian Empire" Decision
restore_valyrian_empire;Восстановить Валирийскую Империю;x
restore_valyrian_empire_desc;Вы можете объявить себя Драконьим Владыкой и создать великую империю в Эссосе.;x
restore_valyrian_empire_custom_tooltip;Сформировать Валирийскую Империю, провозгласить себя Драконьим Владыкой Валирии и вернуть цивилизацию в Эссос.;x
restore_valyrian_empire_custom_tooltip_1;Должно быть выполнено одно из условий: \n Иметь размер владений 100 или более, владеть Вольным Городом Волантис и как минимум ещё одним КОРОЛЕВСКИМ титулом в одном из регионов: Вольные Города, Северная Валирия или Древняя Валирия. \n Иметь размер владений 100 или более, владеть Королевством Древней Валирии и как минимум ещё одним КОРОЛЕВСКИМ титулом в одном из регионов: Вольные Города, Северная Валирия. \n Владеть Империей Новой Валирии. Титул будет преобразован в Валирийскую Империю.;x
restore_valyrian_empire_custom_tooltip_3;Владеть Империей Новой Валирии. Титул будет преобразован в Валирийскую Империю.;x

## "Decree Imperial Crownlands" Decision
decree_crownlands;Учредить Имперские Коронные Земли;x
decree_crownlands_desc;Учредить титул, объединяющий все земли, традиционно принадлежавшие короне Валирийской Империи.;x
decree_crownlands_custom_tooltip;Бывшие королевства, владевшие этими землями, исчезли, как и сама империя. Воссоздайте их вновь!;x

## "Organize Dragonsguard" Decision
organize_dragonsguard;Организовать Драконью Гвардию;x
organize_dragonsguard_desc;Некоторые из ваших советников предложили создать Драконью Гвардию — личную охрану из лучших воинов, задача которой быть и мечом, и щитом Империи.;x
organize_dragonsguard_custom_tooltip;Некоторые из ваших советников предложили создать Драконью Гвардию — личную охрану из лучших воинов, задача которой быть и мечом, и щитом Империи.;x

## Build Imperial Palace
build_imperial_palace;Построить Императорский Дворец;x
build_imperial_palace_desc;Построить Императорский Дворец;x
build_imperial_palace_custom_tooltip;Начать строительство Императорского Дворца в столичной провинции. Это займёт до десяти лет!;x

## Build Imperial Road
build_imperial_road;Построить Имперскую Дорожную Сеть;x
build_imperial_road_tier_2;Расширить Имперскую Дорожную Сеть;x
build_imperial_road_tier_3;Расширить Имперскую Дорожную Сеть;x
build_imperial_road_tier_4;Расширить Имперскую Дорожную Сеть;x
build_imperial_road_desc;Валирийские дороги — широкие каменные магистрали, построенные во времена Валирийского Свободного государства, — были основой экономического господства Древней Валирии в Эссосе. После долгих обсуждений Драконий Владыка приказал восстановить древние дороги в [From.GetName], чтобы вернуть им былую славу для процветания новой Валирийской Империи.;x
build_imperial_road_tier_2_desc;Расширить существующую Имперскую Дорожную Сеть в этой провинции. Строительство может занять до шести (6) месяцев.;x
build_imperial_road_tier_3_desc;Расширить существующую Имперскую Дорожную Сеть в этой провинции. Строительство может занять до двенадцати (12) месяцев.;x
build_imperial_road_tier_4_desc;Расширить существующую Имперскую Дорожную Сеть в этой провинции. Строительство может занять до тридцати шести (36) месяцев.;x
build_imperial_army_outpost;Построить Имперский Армейский Аванпост;x
build_imperial_army_outpost_tier_2;Расширить Имперский Армейский Аванпост;x
build_imperial_army_outpost_tier_3;Расширить Имперский Армейский Аванпост;x
build_imperial_army_outpost_tier_4;Расширить Имперский Армейский Аванпост;x
build_imperial_army_outpost_desc;Построить Имперский Армейский Аванпост в этой провинции. Все молодые и способные мужчины и женщины, желающие служить, будут направлены сюда для вступления в армию своего сюзерена. ВНИМАНИЕ: Это сократит ваши войска в провинции!;x
build_imperial_army_outpost_tier_2_desc;Расширить Имперский Армейский Аванпост в этой провинции. Строительство может занять до одного (1) месяца.;x
build_imperial_army_outpost_tier_3_desc;Расширить Имперский Армейский Аванпост в этой провинции. Строительство может занять до двух (2) месяцев.;x
build_imperial_army_outpost_tier_4_desc;Расширить Имперский Армейский Аванпост в этой провинции. Строительство может занять до четырёх (4) месяцев.;x

## "Raise Local Noble"
raise_noble;Возвысить Местного Дворянина;x
raise_noble_desc;Пожаловать местному дворянину этот графство и все связанные с ним доходы. Крестьяне будут благодарны, что ими правит человек их культуры.;x
raise_noble_custom_tooltip;Пожаловать местному дворянину этот графство и все связанные с ним доходы. Крестьяне будут благодарны, что ими правит человек их культуры.;x

## "Integrate X into the Valyrian Empire" Title Decision
integrate_into_valyrian_empire;Интегрировать [Root.GetBaseName];x
integrate_into_valyrian_empire_desc;[Root.GetBaseName] перестанет существовать, а все его титулы войдут в состав Имперских Коронных Земель. §RВнимание: это решение необратимо!;x
integrate_into_valyrian_empire_named;Вы можете интегрировать [Root.GetBaseName];x

## "Enforce Succ. Laws" Targeted Decision
enforce_succession_laws;Навязать Законы Престолонаследия;x
enforce_succession_laws_desc;Навязать законы престолонаследия и гендерные законы Империи в владениях этого вассала. Согласно текущим законам автономии, мы имеем право принуждать вассалов принимать законы Валирийской Империи в индивидуальном порядке.;x

## "Enforce Gender Laws" Targeted Decision
enforce_gender_laws;Навязать Гендерные Законы;x
enforce_gender_laws_desc;Навязать законы престолонаследия и гендерные законы Империи в владениях этого вассала. Согласно текущим законам автономии, мы имеем право принуждать вассалов принимать законы Валирийской Империи в индивидуальном порядке.;x

#Minor Titles
## Minor Titles - Autocrat of Essos
title_dote_autocrat;Автократ Эссоса;x
title_dote_autocrat_desc;Автократом Эссоса является сам Драконий Владыка, поэтому, когда этот титул присваивается другому лицу, это обычно означает избранного соправителя и преемника.;x

## Minor Titles - Master of the Imperial Elephants
title_dote_master_of_imperial_elephants;Мастер Имперских Слонов;x
title_dote_master_of_imperial_elephants_desc;Мастер Имперских Слонов отвечает за содержание боевых слонов Империи.;x

## Minor Titles - Lord High Admiral.
title_dote_lord_high_admiral;Верховный Лорд-Адмирал;x
title_dote_lord_high_admiral_desc;Верховный Лорд-Адмирал управляет флотом и кораблями Империи.;x

## Minor Titles - Dragonlord's Blades
title_dote_dragonlords_blade;Клинок Драконьего Владыки;x
title_dote_dragonlords_blade_desc;Клинки Драконьего Владыки призваны защищать его из тени.;x

#Imperial Government
valyrian_imperial_government;Имперский;x
valyrian_imperial_government_desc;Император ограничил права региональных лордов, расширив личные владения, и сместил баланс сил в свою пользу. Всё больше влияния получает бюрократический класс в столице и других землях правителя.;x
gov_imperial;Имперское Правительство;x
# Imperial Government Localisation
vimperial_emperor_title_prince;Имперский Принц;x
vimperial_emperor_title_prince_female;Имперская Принцесса;x
vimperial_king_title_prince;Принц;x
vimperial_king_title_prince_female;Принцесса;x
## Imperial Government Localisation - Title Holders
vimperial_emperor;Император;x
vimperial_king;Автократ;x
vimperial_duke;Губернатор;x
vimperial_count;Лорд-Владелец;x
vimperial_baron;Владелец;x
## Imperial Government Localisation - Titles
vimperial_empire_of;Империя;x
vimperial_kingdom_of;Автократия;x
vimperial_duchy_of;Провинция;x
vimperial_county_of;Владения;x
vimperial_barony_of;Владение;x
vimperial_city_barony_of;Владение;x
vimperial_barony_of;Владение;x
## Council Positions - Emperor Tier
vimperial_emperor_job_castellan;Десница Драконьего Владыки;x
vimperial_emperor_job_chancellor;Имперский Судья;x
vimperial_emperor_job_marshal;Имперский Стратег;x
