#CODE;RUSSIAN;x
anger;Горе Матери;x
anger_desc;Прекрасный валирийский длинный меч, благословленный самим Верховным септоном;x
black_death;Черная Смерть;x
black_death_desc;Перекованный валирийский меч;x
compassion;Слава;x
compassion_desc;Хорошо сбалансированный валирийский меч с украшенной золотом рукоятью;x
concession;Шелушильня;x
concession_desc;Изогнутый палаш, созданный для ужасных вещей, но при этом удивительно хорошо сбалансирован;x
del_pino;Бледная Кобыла;x
del_pino_desc;Смемь булавы и дротика в валирийском стиле;x
el_swordo;Хороший Меч;x
el_swordo_desc;Хороший валирийский длинный меч;x
gold_sword;Дорнийский Поцелуй;x
gold_sword_desc;Отличный валирийский короткий меч;x
happyness;Гнев Отца;x
happyness_desc;Огромный валирийский двуручный меч;x
hubris;Коготь;x
hubris_desc;Навершие этого валирийского меча сделано в форме хищной птицы;x
justice;Нефрит;x
justice_desc;Рукоять этого валирийского меча сделана из нефрита;x
kingmaker;Делатель Королей;x
kingmaker_desc;Отличный валирийский длинный меч;x
passion;Страсть;x
passion_desc;Отличный валирийский длинный меч;x
rage;Касание Неведомого;x
rage_desc;Навершние этого валирийского двуручного меча сделано в форме человеческого черепа с двумя рубиновыми глазами;x
sightblinder;Скорбная Булава;x
sightblinder_desc;Булава из валирийской стали;x
the_monarchist;Укус Титана;x
the_monarchist_desc;Валирийский двуручный меч, с голубыми камнями на рукояти, от которых исходит ледяная прохлада;x
the_usurper;Погибель Драконов;x
the_usurper_desc;Гарда этого валирийского меча сделана в форме крыльев;x
worldeater;Пожиратель Пальцев;x
worldeater_desc;Валирийский ручной топор;x
worlds_envy;Ракх Аракх;x
worlds_envy_desc;Аракх из валирийской стали;x
give_anger_to_son;Даровать Горе Матери;x
give_anger_to_son_desc;Я передам Горе Матери [Root.GetFirstName], [Root.GetSheHe] нуждается в этом больше чем я;x
give_black_death_to_son;Даровать Черную Смерть;x
give_black_death_to_son_desc;Я передам Черную Смерть [Root.GetFirstName], [Root.GetSheHe] нуждается в этом больше чем я;x
give_compassion_to_son;Даровать Славу;x
give_compassion_to_son_desc;Я передам Славу [Root.GetFirstName], [Root.GetSheHe] нуждается в этом больше чем я;x
give_concession_to_son;Даровать Шелушильню;x
give_concession_to_son_desc;Я передам Шелушильню [Root.GetFirstName], [Root.GetSheHe] нуждается в этом больше чем я;x
give_del_pino_to_son;Даровать Бледную Кобылу;x
give_del_pino_to_son_desc;Я передам Бледную Кобылу [Root.GetFirstName], [Root.GetSheHe] нуждается в этом больше чем я;x
give_el_swordo_to_son;Даровать Хороший Меч;x
give_el_swordo_to_son_desc;Я передам Хороший Меч [Root.GetFirstName], [Root.GetSheHe] нуждается в этом больше чем я;x
give_gold_sword_to_son;Даровать Дорнийский Поцелуй;x
give_gold_sword_to_son_desc;Я передам Дорнийский Поцелуй [Root.GetFirstName], [Root.GetSheHe] нуждается в этом больше чем я;x
give_happyness_to_son;Даровать Гнев Отца;x
give_happyness_to_son_desc;Я передам Гнев Отца [Root.GetFirstName], [Root.GetSheHe] нуждается в этом больше чем я;x
give_hubris_to_son;Даровать Коготь;x
give_hubris_to_son_desc;Я передам Коготь [Root.GetFirstName], [Root.GetSheHe] нуждается в этом больше чем я;x
give_justice_to_son;Даровать Нефрит;x
give_justice_to_son_desc;Я передам Нефрит [Root.GetFirstName], [Root.GetSheHe] нуждается в этом больше чем я;x
give_kingmaker_to_son;Даровать Делателя Королей;x
give_kingmaker_to_son_desc;Я передам Делателя Королей [Root.GetFirstName], [Root.GetSheHe] нуждается в этом больше чем я;x
give_passion_to_son;Даровать Страсть;x
give_passion_to_son_desc;Я передам Страсть [Root.GetFirstName], [Root.GetSheHe] нуждается в этом больше чем я;x
give_rage_to_son;Даровать Касание Неведомого;x
give_rage_to_son_desc;Я передам Касание Неведомого [Root.GetFirstName], [Root.GetSheHe] нуждается в этом больше чем я;x
give_sightblinder_to_son;Даровать Скорбную Булаву;x
give_sightblinder_to_son_desc;Я передам Скорбную Булаву [Root.GetFirstName], [Root.GetSheHe] нуждается в этом больше чем я;x
give_the_monarchist_to_son;Даровать Укус Титана;x
give_the_monarchist_to_son_desc;Я передам Укус Титана [Root.GetFirstName], [Root.GetSheHe] нуждается в этом больше чем я;x
give_the_usurper_to_son;Даровать Погибель Драконов;x
give_the_usurper_to_son_desc;Я передам Погибель Драконов [Root.GetFirstName], [Root.GetSheHe] нуждается в этом больше чем я;x
give_worldeater_to_son;Даровать Пожирателя Пальцев;x
give_worldeater_to_son_desc;Я передам Пожирателя Пальцев [Root.GetFirstName], [Root.GetSheHe] нуждается в этом больше чем я;x
give_worlds_envy_to_son;Даровать Ракх Аракх;x
