#CODE;RUSSIAN;x
opinion_velaryon_loyalty;Верность Веларионов;x
opinion_celtigar_loyalty;Верность Селтигаров;x
opinion_bloodraven_loyalty;Верность Бладрэйвенов;x
opinion_qoherys_loyalty;Верность Квохерисов;x
opinion_towers_loyalty;Верность Тауэрсов;x
opinion_strong_loyalty;Верность Стронгов;x
opinion_lothston_loyalty;Верность Лотстонов;x
opinion_whent_loyalty;Верность Уэнтов;x
opinion_darry_loyalty;Верность Дарри;x
###Stark###
opinion_reed_loyalty;Верность Ридов;x
opinion_umber_loyalty;Верность Амберов;x
opinion_mormont_loyalty;Верность Мормонтов;x
opinion_manderly_loyalty;Верность Мандерли;x
opinion_glover_loyalty;Верность Гловеров;x
###Lannister###

###Baratheon###

###Martell###

###Arryn###

###Tully###

###Tyrell###
opinion_upjumped_steward;Стюарды-выскочки;x
opinion_upjumped_steward_2;Стюарды-выскочки;x
###Blackfyre###
opinion_ball_loyalty;Верность Боллов;x
opinion_reyne_loyalty;Верность Рейнов;x
opinion_peake_loyalty;Верность Пиков;x
opinion_osgrey_loyalty;Верность Осгреев;x
opinion_swann_loyalty;Верность Сваннов;x
opinion_boggs_loyalty;Верность Боггсов;x
opinion_sunderland_loyalty;Верность Сандерлендов;x
opinion_bittersteel_loyalty;Верность Биттерстилов;x
opinion_yronwood_loyalty;Верность Айронвудов;x
opinion_ambrose_loyalty;Верность Амброзов;x
opinion_blackfyre_loyalty;Сторонник Блэкфайров;x
