##### CLAY AND TITLES #####
islander_group;Тысячеостровитяне;x
islander;Тысячеостровитянин;x
d_thousand_islands_rel_head;Церковь Бессмертного Рыболова;x
d_thousand_islands_rel_head_adj;Рыбных Богов;x
e_dagonos;Дагонская Империя;x
e_dagonos_adj;Дагонск;x
k_great_fish_dominion;Великое Рыбное Владычество;x
k_great_fish_dominion_adj;Рыбного Владычества;x
d_thousand_islands;Тысяча Островов;x
d_thousand_islands_adj;Тысячеостровн;x
c_thousand_islands;Тысяча Островов;x
c_thousand_islands_adj;Островн;x
b_thousand_islands_castle;Чёрная Рыбья Башня;x
b_thousand_islands_castle_adj;Чёрной Рыбьей Башни;x
b_thousand_islands_temple;Берега Глубоководного;x
b_thousand_islands_temple_adj;Глубоководн;x
b_thousand_islands_marlin_zone;Марлинос;x
b_thousand_islands_marlin_zone_adj;Марлинос;x
b_thousand_islands_nemo_zone;Немос;x
b_thousand_islands_nemo_zone_adj;Немос;x
b_thousand_islands_dory_zone;Дориос;x
b_thousand_islands_dory_zone_adj;Дориос;x
ETERNAL_FISH_EMPIRE;Вечная Рыбная Империя;x
ETERNAL_FISH_IMPERATOR;Вечный Рыбный Император;x
ETERNAL_FISH_IMPERATRIX;Вечная Рыбная Императрица;x
EXALTED_FISHER_OF_THE_WORLD;Возвышенный Рыболов Мира;x
DEEP_CROWN_OF_THE;Глубинная Корона;x
GREAT_FISH_KING;Великий Рыбный Король;x
GREAT_FISH_QUEEN;Великая Рыбная Королева;x
LORD_FISHERMAN;Лорд-Рыболов;x
FISHER_WOMAN;Рыбачка;x
FISH_LORD;Рыбный Лорд;x
FISH_LADY;Рыбная Леди;x
ARCHIPELAGO_OF;Архипелаг;x
PONTIFEX_OF_THE_DEEP;Понтифик Бездны;x
MOTHER_OF_THE_DEEP;Мать Бездны;x
SERVANT_OF_THE_DEEP;Слуга Бездны;x
create_fish_gods_church;Основать Рыболовную Церковь;x
create_fish_gods_church_desc;Религия Тысячи Островов всегда была децентрализованной, а обряды сводились к спонтанным жертвоприношениям и поклонению бесчисленным рыбьим идолам – изначально выточенным из маслянисто-чёрного камня, что встречается на Тысяче Островах и в Асшае, – которые усеивают берега всякого края, где почитают Рыбных Богов. Ныне же Тысячеостровитяне возвысились как единый народ и ищут духовного вождя, Первого среди равных, дабы он пас нас, пока мы утверждаем свою власть над Эссосом. Мы никогда не умрём!;x
fish_gods;Рыбные Боги;x
fish_gods_DESC;Причудливые рыбоголовые боги, коим поклоняется загадочный народ Тысячи Островов. По рассказам моряков, осмеливающихся заходить в смертельно опасные протоки архипелага, на каждом крупном острове высятся идолы, самые древние из коих изготовлены из пресловутого чёрного маслянистого камня – такого же, как в Йиене, Асшае и даже на троне Грейджоев на Железных Островах! Эти идолы скрываются под водой в прилив, а в отлив верующие приносят им жертвы.\nТысяча Островов издавна славится необъяснимыми явлениями: тамошняя живность чудовищно уродлива, люди зелены, с зазубренными зубами, а мужчины обрезаны. Говорят, что Тысяча Островов – это остатки великого королевства Глубоководных, известных в Вестеросе как Рыболюди (Squishers), а сами островитяне, возможно, потомки их былых рабов. Как бы то ни было, неизменная религия Рыбных Богов – одна из древнейших в Вестеросе и одна из самых пугающих.;x
##### FISHY TITLES #####
GOD_FISH_GODS;Рыбные Боги;x
THE_DEEP_ONES;Глубоководные;x
GOD_THE_SQUAMOS;Чешуйчатые;x
TALES_OF_THE_DEEP;Сказания Бездны;x
FISH_RECKONING;Великий Рыбный Суд;x
DAGONOS;Дагонос;x
temple_baron_fish_gods;Дагонос;x
temple_baron_female_fish_gods;Дева Святилища;x
temple_count_fish_gods;Князь-Дагонос;x
temple_duke_fish_gods;Архидагонос;x
temple_duke_female_fish_gods;Леди Дагонос;x
temple_king_fish_gods;Хранитель Берега;x
temple_emperor_fish_gods;Владыка Бездны;x
temple_emperor_female_fish_gods;Владычица Бездны;x
temple_barony_of_fish_gods;Святилище;x
temple_county_of_fish_gods;Чертог;x
temple_duchy_of_fish_gods;Великий Чертог;x
temple_kingdom_of_fish_gods;Башня;x
temple_empire_of_fish_gods;Бездна;x
feudal_baron_islander_group;Отец;x
feudal_baron_female_islander_group;Мать;x
feudal_count_islander_group;Рыбный Лорд;x
feudal_count_female_islander_group;Рыбная Леди;x
feudal_duke_islander_group;Рыбный Мастер;x
feudal_duke_female_islander_group;Рыбная Мастерица;x
feudal_king_islander_group;Король-Рыболов;x
feudal_king_female_islander_group;Королева-Рыбачка;x
feudal_emperor_islander_group;Император Бездны;x
feudal_emperor_female_islander_group;Императрица Бездны;x
barony_of_islander_group;Рыбная Башня;x
