#CODE;RUSSIAN;x
c_house_words_1;Девиз дома;x
c_house_words_1_adj;Девиз дома;x
HouseWords_Algood;Мы носим эти когти;x
HouseWords_Allyrion;Врагу не пройти;x
HouseWords_Ambrose;Без отдыха;x
HouseWords_Appleton;Приносящий плоды;x
HouseWords_Arryn;Высокий как честь;x
HouseWords_Ashford;Наше солнце светит ярко;x
HouseWords_Ashwood;Связанный кровью;x
HouseWords_Baelish;Оглянись вокруг;x
HouseWords_Ball;Горячая гровь;x
HouseWords_Banefort;Добро пожаловать, незнакомцы;x
HouseWords_Bar_Emmon;Быстрый и резкий;x
HouseWords_Baratheon;Нам ярость;x
HouseWords_Baxter;Построено на века;x
HouseWords_Beesbury;Берегись наших жал;x
HouseWords_Belgrave;Никто так не гордится;x
HouseWords_Bettley;Обновлённая жизнь;x
HouseWords_Bigglestone;Вечное служение;x
HouseWords_Blackbar;Песня железной ленты;x
HouseWords_Blackfyre;Мы несём меч;x
HouseWords_Blackmont;То, что отнято, будет возвращено;x
HouseWords_Blackmyre;Парить над землёй;x
HouseWords_Blacktyde;Соль на рану;x
HouseWords_Blackwater;Рождённый в битве;x
HouseWords_Blackwood;Никогда не прощай, никогда не забывай;x
HouseWords_Blanetree;Когда падают листья;x
HouseWords_Blount;Не подходи ближе;x
HouseWords_Boggs;Ответить на призыв;x
HouseWords_Bole;Прочно укоренившийся;x
HouseWords_Bolling;Кровавый гром;x
HouseWords_Bolton;Наши ножи остры;x
HouseWords_Borrell;Мы кусаемся;x
HouseWords_Botley;Не пойми меня неправильно;x
HouseWords_Bourney;Мы даём, мы отбираем;x
HouseWords_Bracken;Чистокровная истина;x
HouseWords_Branch;Мы находим путь;x
HouseWords_Branfield;Рождённый в пламени;x
HouseWords_Brax;Возглавим атаку;x
HouseWords_Briar;Зеленейшая кровь;x
HouseWords_Bridges;Мы соблюдаем;x
HouseWords_Brook;На страже ручьёв;x
HouseWords_Broome;Изобилие силы;x
HouseWords_Brownbarrow;Скромный по характеру, смелый в поступках;x
HouseWords_Brownhill;Эта земля наша;x
HouseWords_Brune;Смелый, как медведь;x
HouseWords_Buckler;Мы не боимся;x
HouseWords_Buckwell;Гордость и стремление;x
HouseWords_Bullock;С заострёнными рогами;x
HouseWords_Bulwer;Лучше смерть, чем бесчестье;x 
HouseWords_Burley;Резать верно, резать чисто;x
HouseWords_Bushy;Прислушивайтесь к изгороди;x
HouseWords_Butterwell;Дарёная служба;x
HouseWords_Byrch;Раскачивайся по ветру;x
HouseWords_Byrne;В огонь;x
HouseWords_Bywater;Мы широко раскидываем свои сети;x
HouseWords_Cafferen;За то, что справедливо;x
HouseWords_Cargyll;Золотая верность, золотой долг;x
HouseWords_Caron;Нет песни слаще;x
HouseWords_Cassel;Всегда верный, всегда преданный;x
HouseWords_Casterly;Твёрдый, как скала;x
HouseWords_Caswell;Смелость через искренность;x
HouseWords_Cave;Копая глубоко;x
HouseWords_Celtigar;Наша хватка крепка;x
HouseWords_Cerwyn;Заточен и готов;x
HouseWords_Chambers;Прошлое не для нас;x
HouseWords_Charlton;С решимостью;x
HouseWords_Chelsted;Войной или хитростью;x
HouseWords_Chester;Не ходи дальше;x
HouseWords_Chyttering;Чистый как серебро, хороший как золото;x
HouseWords_Clegane;Собака никогда не предаст;x
HouseWords_Clifton;Сладкое пение;x
HouseWords_Cockshaw;Взгляните на наше великолепие;x
HouseWords_Codd;Вопреки людскому презрению;x
HouseWords_Cole;Сила воина;x
HouseWords_Condon;Орлиный глаз, львиное сердце;x
HouseWords_Conklyn;Не кланяйся;x
HouseWords_Connington;Лютый враг, верный друг;x
HouseWords_Cordwayner;Живите не напрасно;x
HouseWords_Corne;Вечно вверх, вечно вперед;x
HouseWords_Costayne;По воле Богов;x
HouseWords_Cox;За крепкими стенами;x
HouseWords_Crabb;Краб на утёсе;x
HouseWords_Crakehall;Никто столь не свиреп;x
HouseWords_Crane;Грация в полёте;x
HouseWords_Cray;Остерегайтесь шипения;x
HouseWords_Cressey;Серебряная монета, серебряная сталь;x
HouseWords_Crowl;Красные костры, чёрное небо;x
HouseWords_Cuy;Восходящая яркость;x
HouseWords_Dabell;Кольцо, не похожее ни на одно другое;x
HouseWords_Dalt;Вкуснейший фрукт;x
HouseWords_Dargood;Добрые слова, добрые дела;x
HouseWords_Darke;Судьба в тени;x
HouseWords_Darklyn;Под тусклым светом сумерек;x
HouseWords_Darkwood;В густых зарослях;x
HouseWords_Darry;Упорный труд, верная служба;x 
HouseWords_Dayne;Рассвет приносит свет!;x
HouseWords_Deddings;Мечтаем смело;x
HouseWords_Degore;Не уступать никому;x
HouseWords_Doggett;Чистая сила;x
HouseWords_Dondarrion;Ударь дважды, ударь верно;x
HouseWords_Dormand;Верный и искренний;x 
HouseWords_Drinkwater;Ради любви и радости;x
HouseWords_Drox;Рука в руке;x
HouseWords_Drumm;Хватка из могилы;x
HouseWords_Duckfield;Связанные сталью;x
HouseWords_Dunn;Дважды принесённый в жертву;x
HouseWords_Durrandon;Нам ярость;x
HouseWords_Durwell;Мы опекаем слабых;x
HouseWords_Dustin;Первопрестольные;x
HouseWords_Edgerton;Сжигая наш путь;x
HouseWords_Egen;Днем или ночью;x
HouseWords_Elliver;Смиренный в победе;x
HouseWords_Erenford;Благородные в преследовании;x
HouseWords_Errol;Хлеб и почва;x
HouseWords_Estermont;Медленно и уверенно;x
HouseWords_Estren;Восток и запад;x
HouseWords_Falwell;Самые мудрые глупцы;x
HouseWords_Farman;Оседлавшие ветер;x
HouseWords_Farring;Мы рыцари двух;x
HouseWords_Farwynd;На горизонте;x
HouseWords_Fell;Луна высоко;x
HouseWords_Fenn;Мы приплыли на каноэ;x
HouseWords_Ferren;Громогласное остроумие;x
HouseWords_Fisher;Склоните чашу весов;x
HouseWords_Flint;Постаревший и поумневший;x
HouseWords_FlintFF;Щиты Запада;x
HouseWords_FlintWW;Всегда бдительный;x
HouseWords_Florent;Замаскированный хитростью;x
HouseWords_Follard;Никто так не мудр;x
HouseWords_Foote;Красота лезвия;x
HouseWords_Footly;Ступай осторожно;x
HouseWords_Forrester;Железо изо льда;x
HouseWords_Fossoway;Вкус славы;x
HouseWords_FossowayNB;Новые почести, новая слава;x
HouseWords_Fowler;Воспарим!;x
HouseWords_Frey;Стоим плечом к плечу;x
HouseWords_Gardener;От наших рук;x
HouseWords_Gargalen;Стоящие высоко;x
HouseWords_Garner;Втрое мудрее;x
HouseWords_Gaunt;Из самой тёмной стали;x
HouseWords_Glenmore;Никогда не смягчайся, никогда не уступай;x
HouseWords_Glover;Никто не ускользнет от нашей хватки;x
HouseWords_Goldwyne;Сладкий на вкус;x
HouseWords_Goodbrook;Верны нашему слову;x
HouseWords_Goodbrother;Прислушайся к призыву;x
